stock_code,stock_name,sw_industry,year,label,ar_turnover,asset_turnover,cash_interest_coverage,current_asset_turnover,current_ratio,debt_to_asset,debt_to_equity,ebit,eps,fixed_asset_turnover,gross_margin,inventory_turnover,net_assets_growth,net_margin,net_profit_growth,ocf_per_share,operating_cash_flow,operating_income_ratio,operating_margin,quick_ratio,retained_earnings,revenue_growth,roa,roe,top10_holders_pct,total_assets,total_assets_growth,total_revenue,working_capital,audit_opinion_code,is_non_standard_audit
002830.SZ,名雕股份,装修装饰Ⅱ,2022,0,207.783,0.5339,-13527.67970583,0.8054,1.1873,53.1247,1.1687,23822004.29,0.14,5.0065,31.14,35.4802,-0.15960002282025,2.8842,-34.9789,-0.1,-13541204.68,84.1091,5.3988,1.1136,364113266.66,-6.3501,1.5354,-1.5883,73.19,1448184893.89,-12.4885,828305766.88,139136598.91,0.0,0
000698.SZ,ST沈化,炼化及贸易,2023,1,66.6886,0.8189,-58.513553577126,1.7507,0.6543,74.4644,2.9368,-390571956.2,-0.56,2.2149,3.1546,14.7725,-22.827447614264,-8.6601,74.1543,-0.063,-51631811.58,,-8.1769,0.56,-622282473.7,-11.0994,-6.055,36.1666,51.29,6083200108.57,-10.7709,5281892618.94,-1434498809.84,0.0,0
600162.SH,香江控股,房地产开发,2023,0,102.686,0.1482,383.44740501449,0.2023,1.2356,68.6331,2.1886,481251403.64,0.0213,5.3295,36.5969,0.1738,-4.8695468826975,-1.4649,-71.453,0.3254,1063423461.68,37.5482,6.8434,0.1967,1527279184.48,-45.5037,2.162,-2.4231,72.44,20147723655.37,-17.3335,3299612694.3,2755769133.62,0.0,0
300235.SZ,方直科技,软件开发,2023,0,2.7343,0.1425,3989605.8187777,0.1951,34.945,2.1079,0.0215,34055178.36,0.13,1.3093,76.3297,10.5686,3.727822893714,31.3335,36.6334,0.1528,38464587.62,57.4215,35.5235,24.296,258607864.92,-5.6121,4.7693,1.1164,44.76,723448125.72,2.6671,101740261.4,517640625.89,0.0,0
605287.SH,德才股份,装修装饰Ⅱ,2022,0,1.5702,0.6105,326.9731670079,0.6751,1.1052,82.1003,4.8441,288261844.82,2.0,15.5293,14.215,104.1465,12.152112617289,3.6376,43.087,1.9115,191147508.35,84.094,4.273,1.045,718628411.43,11.8721,3.1215,-0.3563,68.29,10073315862.8,19.9756,5637800589.42,861081806.61,0.0,0
600165.SH,ST宁科,化学制品,2022,1,23.1611,0.1793,-36.361459610533,2.1864,0.1528,75.079,4.396,-151806714.98,-0.308,0.3309,0.0842,5.8605,-27.327796104276,-40.9123,-27.0318,-0.0488,-33407119.79,,-39.5615,0.0773,-567214082.31,143.0628,-4.5026,-26.1852,40.98,3277789331.9,-5.4097,604539544.17,-1391880057.39,2.0,1
300020.SZ,ST银江,IT服务Ⅱ,2022,1,0.895,0.2367,116.71850905563,0.3481,1.6046,46.3104,0.8695,131456744.38,0.09,6.9899,26.3559,22.9277,1.7240336330023,3.5462,-29.8863,0.1373,90024870.6,107.4752,3.9478,1.5128,1305795055.49,-21.612,2.0012,-0.8629,22.86,6564708565.83,-0.1248,1554613160.25,1680195002.52,0.0,0
300368.SZ,汇金股份,计算机设备,2022,1,0.38,0.1644,230.2020436052,0.2414,0.9604,80.0751,4.4639,-191409120.37,-0.5326,3.0018,26.4256,2.089,-32.231270389706,-54.5981,-1881.6226,0.627,333509523.14,,-57.7143,0.7882,-12715070.88,-63.7669,-5.4524,-39.3789,38.07,3371915268.06,-7.5978,577029102.09,-83469373.37,1.0,1
600543.SH,*ST莫高,非白酒,2021,1,2.6824,0.1097,2003.9451415754,0.274,3.7309,12.4749,0.1395,-108297268.69,-0.31,0.2215,23.9687,0.8437,-8.4187252445831,-73.4102,-5407.3463,0.092,29559090.81,,-67.4582,2.4871,286584370.77,5.5335,-8.4642,-8.9469,39.03,1200995636.74,-11.5582,140401040.26,340111211.94,0.0,0
603268.SH,松发股份,家居用品,2023,1,2.0969,0.3389,-77.284916088247,0.6596,0.6378,86.7,6.5188,-99312139.88,-0.94,0.9818,4.6147,1.2377,-60.815947605729,-56.8342,31.4041,-0.1235,-15329363.88,,-57.3708,0.247,-286905760.62,-23.9018,-16.3307,-26.0322,63.18,565481304.02,-13.1072,206093753.84,-164742935.48,0.0,0
603377.SH,ST东时,教育,2022,1,51.662,0.1959,190.52387262776,1.3506,0.5673,55.7658,1.4097,38144112.42,-0.08,0.5979,42.7312,4.2321,-2.7691818033047,-7.4455,-144.8566,0.2164,155997837.92,,-3.9768,0.3644,854780002.46,-16.5514,0.7472,-8.8751,59.6,5269089601.31,6.6353,1000176579.15,-755358947.71,0.0,0
300237.SZ,ST美晨,汽车零部件,2023,1,1.3474,0.1987,14.808542240835,0.2833,0.8407,97.8132,541.8412,-843192917.53,-0.96,1.5362,5.7615,4.7169,-97.60273641253,-82.7821,-3.3424,0.0349,50333416.49,,-69.023,0.7542,-2620428222.85,23.2017,-9.9507,-344.6036,31.93,7933285646.91,-11.9906,1684002826.31,-1059819944.67,1.0,1
603825.SH,ST华扬,广告营销,2023,1,1.8627,1.1537,1304.1425894192,1.3422,1.1688,74.5996,2.3769,-716748172.0,-2.7,221.2526,10.7864,54.348,-34.640211447545,-12.6904,3.6016,2.767,700986815.69,,-12.8476,1.1169,-289158572.58,-35.3284,-15.0351,-18.2571,49.78,3095785040.15,-51.918,5499864640.28,358635413.69,0.0,0
002898.SZ,*ST赛隆,化学制药,2023,1,6.9482,0.3738,516.96907338824,1.2166,1.129,34.1542,0.5187,28907468.24,0.0542,0.8365,46.1861,2.1874,1.8112892162299,3.0692,125.551,0.2029,35706967.41,27.4614,7.2649,0.6976,71412281.33,17.576,3.479,8.6412,69.15,813843574.35,-4.0269,310627026.68,29292117.99,0.0,0
002986.SZ,宇新股份,炼化及贸易,2021,0,665.6644,1.2945,4101.4576516246,3.6279,1.4993,21.501,0.2884,142644960.88,0.89,3.9044,10.8842,30.257,6.6713987128372,4.2328,329.0623,0.912,144714734.64,93.9085,4.8981,1.0623,818462575.94,39.3285,5.7668,4.8817,56.21,2730625669.42,23.1984,3201879059.63,274887627.0,0.0,0
002800.SZ,天顺股份,物流,2021,1,4.5682,1.3024,519.35667861862,1.5932,1.9848,44.8782,0.8388,72077359.99,0.3798,31.2282,10.2572,14.24,16.404266496279,3.9844,36.8989,0.695,75579424.23,102.9726,4.435,1.7139,292053814.65,15.0916,7.209,1.4408,56.2,1057072542.15,12.1479,1302199987.96,427994349.24,0.0,0
002581.SZ,*ST未名,生物制品,2023,1,2.8583,0.1651,-421.24300409472,0.8468,3.7177,6.992,0.079,-306302514.45,-0.5039,0.9954,80.5964,1.0087,-13.289522411733,-74.9517,-2164.6555,-0.0553,-36506204.2,,-68.2545,3.0103,965390082.4,20.3622,-11.765,-14.3148,38.81,2337137949.03,-18.5633,429790105.06,363100127.81,2.0,1
688606.SH,奥泰生物,医疗器械,2023,0,6.3014,0.1712,1697.1795474657,0.2053,11.5313,6.9119,0.0743,153328635.6,2.28,3.0238,48.782,2.0224,-8.1363282798731,23.8878,-84.7605,0.3124,24763695.45,79.5117,28.0353,10.5702,2107365903.79,-77.7281,3.4785,-27.3222,69.75,4116057772.87,-12.4191,754696888.86,2887284839.94,0.0,0
300165.SZ,天瑞仪器,通用设备,2022,1,3.4954,0.3888,-827.97410166301,0.4759,2.5893,59.4797,1.5156,-102514715.02,-0.18,7.6129,29.1759,1.8362,-6.4746885416843,-6.4482,-46.5129,-0.8314,-411982505.66,,-5.7178,2.0749,247174381.58,-10.565,-2.8391,-1.9698,34.79,3872890109.03,15.6478,1403971007.01,2007077969.97,0.0,0
000911.SZ,*ST广糖,农产品加工,2021,0,8.4733,0.4913,8.388701017172,1.057,0.6614,91.1726,13.437,221883510.55,-0.17,1.8989,13.3602,5.2268,310.53454426044,-1.9873,-222.3501,0.0606,24267108.79,,-1.0837,0.4996,-1832991512.03,-8.8536,3.3718,-62.9518,59.91,7336407737.47,25.9517,3233334866.51,-1695535895.61,0.0,0
603001.SH,奥康国际,服装家纺,2021,1,2.9697,0.6798,4967.2632321923,1.0034,3.4951,20.6134,0.2603,35613780.38,0.089,7.6875,41.4643,2.4396,-3.9729106593204,1.1577,21.8736,0.5549,222516194.15,-70.3711,1.0895,2.5157,1287315879.84,8.0614,0.8183,0.2074,71.27,4367329037.41,0.7005,2958569639.91,2069217634.95,0.0,0
002256.SZ,兆新股份,电力,2022,0,1.8164,0.1485,18.021551556308,0.5057,0.9915,37.114,0.6049,75625066.54,-0.01,0.516,27.6672,9.7391,-0.96264519280741,-9.1278,95.4363,0.0081,15331327.97,,-39.0334,0.9288,-773235556.33,-11.3418,3.7277,32.539,28.53,1961749336.18,-6.3918,301322691.9,-5413371.87,0.0,0
002163.SZ,海南发展,装修装饰Ⅱ,2022,0,4.8378,0.5992,-28.162598460796,1.1084,0.9576,75.8395,3.534,-170994324.39,-0.17,3.1273,7.183,20.1522,49.149210552652,-4.9171,-238.7347,-0.0123,-10397855.94,,-5.5432,0.8977,-477501651.32,-17.1658,-2.8334,-25.0555,40.97,6263943117.39,7.8915,3616032090.42,-154044890.14,0.0,0
000889.SZ,中嘉博创,通信服务,2021,0,2.9261,0.7511,-374.05423308421,1.4062,0.892,77.0702,3.3663,-1985001869.94,-2.1439,29.3303,8.2448,43.1753,-85.576147922694,-102.7579,-10041.6935,-0.1018,-95330438.02,,-102.6661,0.796,-2085787494.98,-24.1778,-76.4173,-150.442,45.68,1475971339.4,-60.3147,1951112591.19,-122214484.17,2.0,1
603021.SH,*ST华鹏,家居用品,2023,1,4.5752,0.2607,39.747605025781,1.037,0.2332,89.6355,8.1612,-203158129.54,-0.91,0.7077,8.3827,2.3544,-59.049796294205,-54.9992,27.4613,0.0911,29139594.51,,-47.997,0.1265,-721186442.41,-30.5716,-9.7521,-25.9323,47.69,1840779591.4,-20.8489,543097919.9,-1250539591.26,0.0,0
002214.SZ,*ST大立,军工电子Ⅱ,2023,1,0.3463,0.0971,-2838.2371325207,0.1365,5.3342,20.5784,0.2583,-311089489.49,-0.49,0.4914,42.436,0.2869,-14.909196443928,-118.3143,-93.8226,-0.261,-156403020.68,,-121.355,3.4507,457984635.84,-36.4869,-11.8697,-7.4273,34.91,2468898317.41,-10.9616,254550126.19,1361261200.2,0.0,0
002141.SZ,贤丰控股,动物保健Ⅱ,2022,1,7.2756,0.6469,1157.8156619076,1.2179,7.7528,9.2608,0.1085,222826821.01,0.2047,3.9588,9.7005,7.1091,42.604417309016,26.7968,695.8014,0.0184,20900600.38,-64.9128,25.4358,7.3236,-166827440.93,-39.7333,16.2749,20.145,54.49,1343332102.28,-3.701,885746851.76,663388134.46,0.0,0
002693.SZ,*ST双成,化学制药,2023,1,11.4805,0.2753,121.51283520227,1.2173,0.9664,35.556,0.6057,-63423626.17,-0.12,0.5201,68.272,1.0715,-8.190484796251,-30.5075,-663.0198,0.0279,11639461.47,,-31.0066,0.4288,-312534049.13,-14.1305,-7.3995,-12.1133,53.38,803248121.89,-11.8297,235929899.37,-4706204.54,0.0,0
603718.SH,*ST海利,动物保健Ⅱ,2022,0,3.205,0.1787,2840.8125888995,0.3657,2.0734,26.6303,0.3536,139375535.86,0.19,1.3119,58.9694,0.8563,13.397673152331,36.898,125.799,0.4548,292905014.83,6.7505,23.3087,1.5784,372051321.71,-13.6191,8.3002,6.115,59.31,1514252528.46,-17.8863,299991674.85,344277385.02,0.0,0
002989.SZ,中天精装,装修装饰Ⅱ,2023,0,,0.2496,-211.77971518149,0.3072,2.9481,43.834,0.7804,-38543085.23,0.05,4.6105,9.5461,76.968,-5.4591325688315,1.013,-87.6238,-0.441,-80133668.15,,-6.0041,2.9312,581437007.36,-58.7072,-1.1693,-3.4337,69.02,2968524990.68,-18.0817,822862890.35,1515531035.71,0.0,0
600594.SH,益佰制药,中药Ⅱ,2022,0,8.6095,0.5708,921.39899352892,1.4547,1.7401,35.8391,0.5871,-361911172.61,-0.552,1.9141,70.9633,1.3465,-14.11761820799,-16.4418,-279.6175,0.436,345299144.63,,-13.7451,1.1688,1334636110.88,-18.27,-7.5522,-21.6117,31.62,4687029448.68,-4.2925,2735262838.67,867915803.56,0.0,0
000573.SZ,粤宏远A,房地产开发,2023,0,14.222,0.1432,-1699.2909518587,0.2704,3.0106,28.8792,0.4078,73718748.11,0.1035,4.9138,14.155,0.3566,0.94451394653072,17.4638,59.0433,-0.4675,-298416500.5,-179.5107,16.7103,0.8517,489382188.24,-62.8186,2.9971,1.4806,29.73,2358735780.35,-7.8844,352249483.63,915423363.8,0.0,0
300527.SZ,ST应急,地面兵装Ⅱ,2023,1,2.1051,0.1417,-49.599371875688,0.1977,2.7607,34.9487,0.5372,-215006907.95,-0.226,0.9845,-3.9061,2.0137,-7.788859812414,-34.7287,-3996.7654,-0.0104,-9974487.44,,-39.8775,2.3359,738617997.44,-63.6268,-5.053,-8.0029,62.49,3915307466.48,-14.7886,603113601.59,1639726669.01,0.0,0
300299.SZ,富春股份,游戏Ⅱ,2023,0,1.9435,0.32,250.01976043307,0.7019,1.1869,43.5482,0.7797,10368560.61,0.01,14.7017,43.4207,2.7666,1.653614967748,2.2171,-78.7792,0.03,23489512.28,-46.6363,0.3548,0.865,-325381261.28,-17.7729,1.0016,-5.9125,32.53,1037735296.5,0.4942,331285613.68,74775841.08,0.0,0
001336.SZ,楚环科技,环保设备Ⅱ,2023,0,1.4213,0.4147,6953.9840633531,0.5299,2.499,32.8553,0.4893,42606997.43,0.47,11.84,34.442,3.6763,3.7927025503731,8.2881,-41.4709,0.1363,10957229.27,65.6294,9.625,2.1874,273793753.97,-19.7562,3.8601,-7.4194,72.48,1153026543.69,9.3416,457700934.95,506937267.14,0.0,0
002601.SZ,龙佰集团,化学原料,2022,0,11.4265,0.4614,753.16081780534,1.3462,0.7682,60.6883,1.7253,4290913088.6,1.46,1.6532,30.1865,3.0434,10.047067528298,14.6677,-26.8813,1.3375,3196906300.98,99.5247,16.914,0.4605,5163630272.99,17.161,8.2109,-11.0356,54.62,59185986596.16,30.5635,24155149016.54,-6068255935.64,0.0,0
603709.SH,中源家居,家居用品,2023,0,8.7972,0.8919,1288.744123188,2.6043,0.935,56.4527,1.2964,31729557.64,0.22,2.9056,25.3233,5.1512,4.1656795451099,1.9338,150.9978,1.1014,105731631.34,66.5681,2.1866,0.5287,171065046.63,52.5239,2.5698,10.7631,75.99,1359580211.54,22.5024,1101285293.1,-36806138.61,0.0,0
002789.SZ,*ST建艺,装修装饰Ⅱ,2023,1,1.7347,0.6497,-280.07540783658,0.9394,0.8066,97.4527,311.6395,-376386735.09,-3.53,10.0651,12.0569,26.4272,-81.349105843969,-8.5108,-5142.0257,-2.434,-388528402.07,,-8.2014,0.7501,-1108275824.27,186.3166,-3.9441,-567.2207,61.53,10108528731.05,12.5992,6200477705.68,-1709384129.21,0.0,0
300810.SZ,中科海讯,航海装备Ⅱ,2022,0,0.4759,0.1916,-21370.678617721,0.2232,7.8529,11.3556,0.1285,12843119.51,0.1074,3.4398,63.588,0.5373,1.0129319275057,5.9718,10.721,-0.32,-37374942.62,50.2994,6.755,6.4979,277872739.22,7.8148,1.1288,0.1089,53.37,1163564904.34,4.6316,218045033.92,850051174.23,0.0,0
002717.SZ,*ST岭南,基础建设,2023,1,0.8133,0.129,-103.79544552644,0.2016,0.8009,85.3138,6.3472,-857406723.48,-0.65,6.7347,2.2383,6.8277,-36.477843629279,-52.801,29.7259,-0.1664,-279428911.2,,-49.0774,0.7366,-847002372.96,-17.0539,-5.1911,-2.2082,25.3,15830928504.31,-7.9762,2130608517.92,-2501874546.63,1.0,1
002424.SZ,ST百灵,中药Ⅱ,2022,1,2.278,0.5209,494.70396022992,0.9668,1.0863,52.04,1.0858,258472819.39,0.1,4.3778,60.1167,1.7325,-3.258741909416,3.8408,16.6395,0.3558,502152213.26,64.9171,4.3967,0.8433,1906078688.87,13.7895,3.8031,2.2095,41.92,7006578466.8,6.3858,3540132272.77,303580952.88,1.0,1
301499.SZ,维科精密,汽车零部件,2022,0,4.2812,0.7325,720.83784128812,1.7771,1.2623,42.6718,0.7443,80734382.67,0.65,1.4915,24.5162,3.0856,13.484852474762,9.5607,20.3655,0.83,86375417.85,97.1984,9.4728,0.6709,118867478.22,3.9979,8.3654,0.4193,,1001065999.97,7.7428,706903132.73,88402942.38,0.0,0
600859.SH,王府井,一般零售,2021,0,53.4515,0.4171,1681.4327706394,0.9727,1.6031,48.6525,0.9845,1802288952.65,1.364,2.0636,42.1416,5.2879,23.867310663227,10.8074,295.6101,2.447,2772010556.15,83.8348,14.9441,1.39,8125402539.53,10.5546,5.8942,5.3118,56.1,39150581109.27,77.9275,12753081424.86,6413791918.11,0.0,0
603789.SH,*ST星农,专用设备,2023,1,1.0258,0.2092,131.06729708545,0.4116,0.965,64.5319,2.0146,-47598725.46,-0.2349,1.0438,-0.5485,1.2469,-11.571626303596,-26.7058,61.5098,0.0624,17305814.95,,-22.8782,0.6043,-404791792.24,1.5426,-4.0204,15.3862,58.12,1292138921.62,20.1194,247673854.34,-24456059.25,0.0,0
688682.SH,霍莱沃,军工电子Ⅱ,2023,0,2.4262,0.4331,1591.7141579919,0.5129,3.7937,23.7576,0.3326,36603246.98,0.37,11.5252,33.8419,4.4719,1.2558444651886,10.4664,-46.2181,0.2952,21475028.91,42.9718,9.2008,3.2973,160657313.76,17.2627,4.0213,-3.9011,68.92,916204815.33,1.319,394236812.44,566701715.08,0.0,0
300085.SZ,银之杰,软件开发,2023,0,3.8254,0.7476,880.79997349557,1.1549,1.3033,53.1533,1.1346,-105107432.21,-0.1661,83.2902,22.7276,7.7624,-14.64351555495,-11.5669,3.5416,0.1816,128342665.52,,-10.958,1.0029,-328877672.66,-9.0553,-7.7406,-2.174,49.67,1426832435.87,10.7009,1015145174.04,226724621.69,0.0,0
000020.SZ,深华发A,光学光电子,2021,0,5.9641,1.1891,-156.55339171396,2.1439,1.2063,47.9568,0.9215,19573439.54,0.0254,4.0137,10.8113,8.4956,2.1418376402076,0.9407,5.4422,-0.0435,-12323760.07,80.7168,1.442,0.8783,-86288359.19,10.6787,3.04,0.067,57.41,659933225.57,5.1218,765611248.7,64357610.38,0.0,0
603043.SH,广州酒家,休闲食品,2023,0,34.2743,0.79,2238.4864095335,2.7808,1.0125,40.7278,0.7305,695674938.45,0.9679,2.8109,35.624,10.247,9.8449005463562,11.9007,5.2061,1.8254,1038236504.45,90.5309,14.655,0.6226,2578968547.04,19.1667,11.2146,-0.7221,77.3,6559860152.05,12.1977,4900549418.32,22965466.26,0.0,0
300167.SZ,ST迪威迅,IT服务Ⅱ,2021,1,1.1017,0.4117,67.842869586154,0.5562,1.396,57.299,1.6734,-155003359.38,-0.5595,8.5136,17.336,5.1408,-38.328714502137,-53.5898,-44.285,0.0294,9601716.59,,-52.0313,1.1809,-371079918.8,25.6912,-20.1419,-26.2148,35.66,745026244.58,-6.1784,316854130.91,165443492.34,2.0,1
002878.SZ,元隆雅图,广告营销,2023,0,3.6365,1.2077,27.412484994673,1.4117,2.1614,40.7658,0.6982,15802283.79,0.04,172.0008,15.0503,10.6787,51.354201378058,0.4403,-94.9982,0.016,4168015.78,-12.1733,0.197,1.7274,440224064.12,-18.7365,0.7137,-17.0329,59.92,2632843440.23,46.6376,2673948512.12,1232231243.32,0.0,0
002124.SZ,天邦食品,养殖业,2022,1,167.8263,0.5032,121.23168616003,2.3008,0.3686,79.6149,3.976,998037974.76,0.27,1.3937,14.2833,3.7241,13.371202570628,4.9829,110.9698,0.3579,658267768.09,-222.2793,5.334,0.1349,-1274374446.03,-8.9057,5.2469,86.2254,31.33,19551531971.61,5.7343,9570942144.13,-7404445181.06,0.0,0
002197.SZ,证通电子,计算机设备,2022,1,1.211,0.1952,287.57660861365,0.6547,0.8926,58.0452,1.3771,-475397091.49,-0.8761,0.5595,22.1114,7.0544,-17.207748312923,-44.386,-1833.5676,0.5769,354417364.15,,-46.9163,0.7365,-289550956.99,-2.3973,-7.5761,-20.462,26.82,5984183348.46,-8.8583,1224867260.86,-186196653.24,0.0,0
688004.SH,博汇科技,IT服务Ⅱ,2022,0,1.2547,0.1889,1282.5466226454,0.2829,4.5077,13.8976,0.1614,-38217796.76,-0.55,1.2707,52.0464,2.1236,-4.8293811118599,-19.8272,-163.837,0.0337,1915430.54,,-24.2721,4.0107,214111877.72,-44.6814,-4.5986,-10.9415,57.65,826470364.42,-1.1009,156966633.41,392491532.97,0.0,0
000615.SZ,*ST美谷,医疗美容,2021,1,12.6137,0.2234,-78.013539419437,0.3939,1.3046,57.8691,1.731,-87315843.01,-0.32,1.5447,21.4674,0.4267,-15.073084883348,-17.8598,-85.7267,-0.15,-114257637.01,,-2.1032,0.9631,735471090.75,-22.5765,-1.2678,-8.6487,43.8,4321165848.01,-54.2887,1538671099.98,254346762.89,1.0,1
300711.SZ,广哈通信,通信设备,2021,0,2.9278,0.435,,0.4836,4.1755,21.6277,0.276,35624745.7,0.2105,6.4593,53.2782,0.8878,5.9802852577598,12.638,41.8124,0.1778,36919124.6,91.8002,11.5378,2.9364,234757463.2,12.1763,4.4809,1.8257,68.73,809977862.5,3.8307,345870602.52,554170164.75,0.0,0
300311.SZ,ST任子行,软件开发,2023,1,1.7178,0.4184,5836.1355105592,0.6748,1.518,45.1609,0.856,-123904884.04,-0.1841,4.4776,54.1277,1.5449,-13.449379934537,-20.1451,-12246.1129,0.0827,55719544.91,,-18.8417,1.0958,-135853716.18,-16.563,-8.5157,-16.1124,33.99,1343640021.57,-14.2204,608741859.78,272400877.57,2.0,1
002826.SZ,易明医药,化学制药,2023,0,6.9569,0.6856,14162.188607054,1.253,2.8622,19.1523,0.2385,22032866.41,0.081,1.8685,51.1891,6.23,-0.037051936930653,2.3575,-65.138,0.8752,166880943.95,32.69,3.5238,2.5106,318281495.5,-22.1417,2.2645,-3.97,39.84,927743602.85,-8.8844,667038998.92,318590258.32,0.0,0
300097.SZ,智云股份,自动化设备,2022,1,1.4774,0.2388,153.01764693288,0.3537,1.0205,64.8364,1.8753,-351641179.56,-1.07,7.7501,25.9598,0.5775,-36.99082663784,-82.8569,52.7094,0.0866,24976137.04,,-93.9177,0.4054,-1091724178.42,-44.9738,-21.5056,11.8497,39.5,1385818139.49,-26.4586,390507896.9,17199927.5,2.0,1
300506.SZ,ST名家汇,装修装饰Ⅱ,2022,1,0.1705,0.0674,-121.02376104913,0.0917,1.1634,64.7289,1.8369,-402184649.11,-0.68,4.2803,-13.8507,6.3014,-47.706621358312,-386.0202,11.707,-0.051,-35448979.19,,-348.3831,1.1055,-914144144.94,-77.5025,-22.0424,-16.4388,40.55,1477301691.67,-31.9806,123028130.59,147857619.23,0.0,0
301105.SZ,鸿铭股份,专用设备,2021,0,3.8641,0.5803,2301.3377658485,0.7716,3.5694,24.6135,0.3265,78003535.79,1.79,7.8165,42.8057,1.4599,17.637922876393,20.7078,10.4442,1.0,37519283.09,87.7227,23.5914,2.3128,312819509.38,4.9187,13.9921,-1.1458,,597928384.35,15.6446,323512476.84,292678466.8,0.0,0
300536.SZ,农尚环境,基础建设,2022,1,1.0479,0.3477,-6236.9305204257,0.4142,2.175,38.9271,0.6452,33642244.46,0.08,22.97,24.9522,,3.8616667901296,6.082,5336.5485,-0.4432,-129983320.75,100.8727,8.6609,2.1176,329740424.38,26.1113,3.0155,3.8622,38.49,1046097733.11,-11.7344,387923666.05,468253137.18,0.0,0
